training/fb_actor/actor_loss,training/fb_actor/mse,training/fb_actor/q_abs_mean,training/fb_actor/q_loss,training/fb_actor/q_mean,training/fb_actor/std,training/fb_repr/B,training/fb_repr/B_norm,training/fb_repr/F1,training/fb_repr/M1,training/fb_repr/fb_diag,training/fb_repr/fb_loss,training/fb_repr/fb_offdiag,training/fb_repr/orth_loss,training/fb_repr/orth_loss_diag,training/fb_repr/orth_loss_offdiag,training/fb_repr/target_M,training/grad/max,training/grad/min,training/grad/norm,validation/fb_actor/actor_loss,validation/fb_actor/mse,validation/fb_actor/q_abs_mean,validation/fb_actor/q_loss,validation/fb_actor/q_mean,validation/fb_actor/std,validation/fb_repr/B,validation/fb_repr/B_norm,validation/fb_repr/F1,validation/fb_repr/M1,validation/fb_repr/fb_diag,validation/fb_repr/fb_loss,validation/fb_repr/fb_offdiag,validation/fb_repr/orth_loss,validation/fb_repr/orth_loss_diag,validation/fb_repr/orth_loss_offdiag,validation/fb_repr/target_M,time/epoch_time,time/total_time,step
26.37743,622539460.0,469.48352,26.37743,-26.37743,1.0,0.0040061213,22.627415,0.7972158,160.61649,-6940.745,-3254.6626,4093.713,-407.63043,-1023.99725,616.3668,162.28754,3413.0698,-4041.2268,193932.0,-124.5374,653232060.0,479.23105,-124.5374,124.5374,1.0,-0.0040055313,22.627415,0.48472172,247.634,-7703.9717,7451.213,15141.462,13.722778,-1023.9988,1037.7216,247.67009,0.004721325397491455,1388.8398823738098,285000
16.696768,605874100.0,474.03998,16.696768,-16.696768,1.0,-0.0006280433,22.627415,0.7055919,153.61386,-6906.9717,-3786.7744,3489.1208,-368.92352,-1023.9954,655.0719,154.62698,11591.738,-10628.996,312932.3,-18.314617,611743740.0,455.96674,-18.314617,18.314617,1.0,0.0010028754,22.627415,0.47820124,195.70361,-6922.957,6083.9756,13116.276,-109.34381,-1023.99316,914.64935,195.79898,0.004737085199356079,1412.5253179073334,290000
-60.01383,647430140.0,432.45193,-60.01383,60.01383,1.0,0.0014726367,22.627415,0.663246,167.29773,-7157.919,-4774.433,2716.8784,-333.3924,-1023.9978,690.6054,167.1053,1848.5793,-2142.7363,120399.734,-0.16967392,604231200.0,435.75232,-0.16967392,0.16967392,1.0,0.0032711597,22.627415,0.6461342,168.72372,-6670.6626,5315.504,12060.484,-74.31763,-1023.9955,949.67786,168.34354,0.004712172412872314,1436.0861892700195,295000
-86.61394,653519940.0,535.8417,-86.61394,86.61394,1.0,-0.0006656246,22.627415,0.8088916,158.0993,-7088.9697,-4308.8486,3183.767,-403.6458,-1023.9933,620.3475,160.91425,5427.252,-2625.3118,130726.766,32.644176,639640600.0,422.42807,32.644176,-32.644176,1.0,-0.0022725342,22.627415,0.54068214,164.70879,-6691.059,12958.011,19674.02,-24.950256,-1023.99396,999.0437,162.90059,0.0047290054798126225,1459.7312262058258,300000
-11.117052,557251700.0,438.7576,-11.117052,11.117052,1.0,0.0020230962,22.627415,0.75923383,167.83905,-6891.253,-4199.8286,3013.3386,-321.91443,-1023.9951,702.0807,166.92636,2155.284,-3238.7224,159546.94,-29.547503,619800300.0,412.05228,-29.547503,29.547503,1.0,-0.0022665516,22.627415,0.5415764,162.61629,-6688.817,5641.004,12359.251,-29.430237,-1023.9938,994.56354,163.72678,0.004699227094650269,1483.2273709774017,305000
-111.65723,594507650.0,546.71594,-111.65723,111.65723,1.0,0.003221375,22.627415,0.78381026,203.04027,-6386.8096,-4207.343,2589.9336,-410.46692,-1023.9957,613.5288,202.38405,1096.7933,-2038.9546,91960.59,-92.53944,639044800.0,482.75024,-92.53944,92.53944,1.0,0.009760692,22.627415,0.5634495,159.3262,-6723.5977,5050.6045,11837.09,-62.887634,-1023.99493,961.1073,158.86235,0.004730302429199219,1506.8788921833038,310000
-112.7242,596948160.0,518.81665,-112.7242,112.7242,1.0,0.00089279923,22.627415,0.62141395,138.08371,-6753.532,-4070.0703,3037.0894,-353.6275,-1023.9944,670.3669,140.3951,2598.0146,-2736.067,128454.51,-112.07191,629622850.0,485.08862,-112.07191,112.07191,1.0,0.0013722314,22.627415,0.5417187,205.36626,-6956.2593,5862.5405,12919.614,-100.81433,-1023.9948,923.1805,209.92456,0.004717711925506592,1530.46746134758,315000
-84.27732,640164800.0,470.2613,-84.27732,84.27732,1.0,0.00033094245,22.627415,0.70984674,182.35846,-6226.7544,-4026.4985,2497.006,-296.7503,-1023.9954,727.2451,181.7685,980.7899,-1490.6174,93168.91,-16.185322,632798100.0,433.58453,-16.185322,16.185322,1.0,0.003562321,22.627415,0.45618844,166.95819,-6281.504,6128.644,12502.781,-92.63312,-1023.9933,931.36017,167.90079,0.004734394216537476,1554.1394414901733,320000
-65.71828,620336400.0,506.30063,-65.71828,65.71828,1.0,0.005772706,22.627415,0.7034204,101.87807,-6264.8926,-4152.7505,2493.0215,-380.87952,-1023.9984,643.1189,100.98868,1806.9479,-1468.688,104136.234,-52.099724,661557400.0,444.96307,-52.099724,52.099724,1.0,0.0010681803,22.627415,0.44688374,144.58694,-7031.3755,13082.328,20113.264,0.4390869,-1023.9967,1024.4358,145.9024,0.0047062315464019774,1577.670608997345,325000
-33.997696,631199500.0,451.73233,-33.997696,33.997696,1.0,0.0019136122,22.627415,0.6956092,183.69461,-6824.2188,-4716.761,2492.1611,-384.70343,-1023.99695,639.2935,183.41959,2780.3066,-1848.2897,118848.52,-88.981445,632583700.0,361.61584,-88.981445,88.981445,1.0,0.0025203964,22.627415,0.6514267,195.3833,-6999.588,4473.88,11515.512,-42.04419,-1023.9924,981.9482,197.50896,0.004724582290649414,1601.2935297489166,330000
-118.23416,663381800.0,432.89832,-118.23416,118.23416,1.0,0.0021328381,22.627415,0.64823204,186.10477,-7282.5303,-3165.3777,4531.3105,-414.1579,-1023.995,609.8371,187.61662,2011.3378,-4226.897,147716.28,-42.219147,603648500.0,413.4756,-42.219147,42.219147,1.0,0.002974478,22.627415,0.52776504,158.92987,-7209.5254,6807.3394,14084.793,-67.928345,-1023.99884,956.0705,159.64355,0.004704046058654785,1624.8137693405151,335000
-32.431335,610278400.0,486.3603,-32.431335,32.431335,1.0,-0.0019410255,22.627415,0.6606717,107.72374,-6674.589,-4190.0166,2914.5527,-429.98053,-1023.9935,594.013,105.0429,5138.2666,-3609.5215,166151.53,0.0940876,623086340.0,372.8494,0.0940876,-0.0940876,1.0,0.0058227805,22.627415,0.5012355,186.51471,-7384.9956,6677.004,14028.505,33.494873,-1023.99536,1057.4902,185.34558,0.00471403603553772,1648.3839585781097,340000
-102.49594,600954500.0,419.02344,-102.49594,102.49594,1.0,-0.0010238244,22.627415,0.6847225,156.61502,-6779.131,-3471.978,3646.187,-339.0343,-1023.9963,684.962,157.24783,3957.376,-5363.643,188706.22,-13.048203,617241500.0,386.51102,-13.048203,13.048203,1.0,0.0017308481,22.627415,0.45191824,180.57228,-6981.5156,6682.771,13611.553,52.733887,-1023.9972,1076.7311,180.11429,0.004696327304840088,1671.865604877472,345000
-94.24483,615109440.0,435.54126,-94.24483,94.24483,1.0,-0.003540479,22.627415,0.6129831,148.1737,-7025.9893,-3791.4622,3551.7698,-317.2426,-1023.99536,706.75275,147.92938,2062.2937,-3216.4246,146588.42,-67.3781,663957000.0,489.5898,-67.3781,67.3781,1.0,0.0020559472,22.627415,0.49858856,160.83722,-6930.167,6266.906,13303.379,-106.306274,-1023.9954,917.68915,159.80922,0.004705577278137207,1695.3935005664825,350000
-90.6827,614971400.0,472.1194,-90.6827,90.6827,1.0,0.0022845403,22.627415,0.64242417,87.33051,-6409.1797,-3564.4417,3261.3384,-416.60034,-1023.995,607.39465,87.3596,3726.195,-4451.7246,142116.5,-44.69651,619662000.0,435.27542,-44.69651,44.69651,1.0,-0.0008964087,22.627415,0.54202485,166.58249,-6607.4565,6058.3774,12708.665,-42.831238,-1023.99316,981.1619,165.14781,0.004686309671401978,1718.8250586986542,355000
-31.659397,666597570.0,407.88373,-31.659397,31.659397,1.0,0.0033613995,22.627415,0.69877166,138.84584,-7365.056,-4351.688,3389.641,-376.27295,-1023.9939,647.72095,139.6629,3350.834,-7256.048,173959.81,-24.456839,615736640.0,455.74664,-24.456839,24.456839,1.0,0.0042125005,22.627415,0.4815218,179.30981,-6296.3535,5298.654,11612.349,-17.34143,-1023.99744,1006.656,179.72632,0.004927788496017456,1743.4640114307404,360000
-118.76545,610482200.0,471.9325,-118.76545,118.76545,1.0,0.0037153806,22.627415,0.6952573,113.708046,-6800.5195,-2828.1426,4364.7705,-392.39355,-1023.9949,631.6013,112.28861,1963.6078,-3557.9773,177931.72,-60.27714,682659300.0,413.7482,-60.27714,60.27714,1.0,-0.00029452413,22.627415,0.6928413,193.80373,-7238.272,4649.889,11930.822,-42.661133,-1023.99536,981.3342,194.51779,0.004765602922439575,1767.2920372486115,365000
55.48462,599133950.0,386.2047,55.48462,-55.48462,1.0,0.0031154472,22.627415,0.6355301,130.85887,-6575.7188,-4936.4014,1996.0198,-356.70197,-1023.9946,667.29266,130.25018,1711.5989,-1668.3624,90711.19,-9.88559,653805440.0,377.56232,-9.88559,9.88559,1.0,-0.002103668,22.627415,0.45779967,196.03366,-8228.573,9540.565,17810.768,-41.628845,-1023.9967,982.36786,196.21014,0.004719495344161988,1790.8895242214203,370000
-20.483887,604648260.0,420.41534,-20.483887,20.483887,1.0,0.004580807,22.627415,0.7607222,123.017044,-6900.126,-3290.275,4016.5718,-406.7207,-1023.9947,617.274,120.67219,2191.825,-2627.1184,159110.22,-41.50182,620036700.0,428.41858,-41.50182,41.50182,1.0,0.002938137,22.627415,0.40472603,178.49571,-7178.2524,15243.23,22389.418,32.06482,-1023.99536,1056.0602,175.41702,0.004768490695953369,1814.7319877147675,375000
-14.724354,584336300.0,388.0806,-14.724354,14.724354,1.0,0.00037356943,22.627415,0.58843327,149.1076,-7107.7954,-3488.1604,4019.0415,-399.4065,-1023.99854,624.59204,148.37503,4111.3447,-3958.7097,181346.1,-93.94894,649963140.0,448.7244,-93.94894,93.94894,1.0,0.002467523,22.627415,0.4316132,176.09265,-7417.6064,11460.277,18954.43,-76.54602,-1023.9918,947.4458,176.95023,0.004892738533020019,1839.1956901550293,380000
-10.580629,601160600.0,452.92657,-10.580629,10.580629,1.0,0.0043453956,22.627415,0.6176791,132.20229,-7455.254,-5102.3193,2772.7312,-419.7968,-1023.9935,604.1967,130.82085,1644.8436,-945.6137,92591.88,-71.408745,657099400.0,416.74197,-71.408745,71.408745,1.0,-0.00010850676,22.627415,0.37186164,169.05399,-6841.393,7108.7437,13984.584,-34.447205,-1023.99664,989.54944,166.18597,0.004869708871841431,1863.5442440509796,385000
-38.01669,584576640.0,444.6186,-38.01669,38.01669,1.0,-0.0021098386,22.627415,0.6100732,125.08569,-6756.7266,-4587.089,2539.6938,-370.05634,-1023.9971,653.94073,124.5114,1853.4639,-2364.5447,116019.84,-62.349823,632489200.0,449.00775,-62.349823,62.349823,1.0,0.0029014903,22.627415,0.48152715,178.9299,-7362.8926,8272.541,15668.359,-32.925842,-1023.9923,991.06647,178.19612,0.004837324666976929,1887.730877161026,390000
-10.132044,606569500.0,383.21182,-10.132044,10.132044,1.0,0.001397152,22.627415,0.59527206,119.13515,-7173.752,-4984.7373,2579.9321,-390.91736,-1023.994,633.07666,117.11262,5083.4473,-1473.3198,125897.695,-47.86572,615887300.0,389.1835,-47.86572,47.86572,1.0,0.0032611429,22.627415,0.52842426,169.13528,-7219.462,6811.263,14072.887,-42.16156,-1023.99243,981.8309,167.98672,0.0046840272903442386,1911.1510229110718,395000
-81.08891,613197800.0,516.34595,-81.08891,81.08891,1.0,0.004844712,22.627415,0.68462837,158.02832,-7641.2725,-5279.2607,2755.7903,-393.77814,-1023.99805,630.2199,159.25479,2829.089,-4871.6577,119338.19,-79.248726,659828700.0,469.3383,-79.248726,79.248726,1.0,-0.0013781288,22.627415,0.31846517,175.61124,-7346.0806,7376.952,14748.8,-25.767334,-1023.9921,998.2248,173.83694,0.00470766716003418,1934.6893680095673,400000
-81.89181,582819300.0,498.30353,-81.89181,81.89181,1.0,0.0058469577,22.627415,0.6142633,219.27707,-7482.245,-5154.504,2696.1948,-368.45374,-1023.9936,655.53986,220.24283,1491.1074,-2795.7378,112968.484,-9.12908,616772600.0,397.0428,-9.12908,9.12908,1.0,0.0014678539,22.627415,0.4753812,154.16492,-7206.12,6956.574,14240.98,-78.28638,-1023.9928,945.7064,154.63545,0.004686572027206421,1958.1222381591797,405000
-88.61573,618291650.0,413.78546,-88.61573,88.61573,1.0,0.0020018644,22.627415,0.57577145,159.43947,-7422.4844,-5136.6084,2681.356,-395.4801,-1023.99536,628.51526,155.6036,1711.9451,-1523.9946,120223.516,17.765614,660753400.0,388.02063,17.765614,-17.765614,1.0,-0.0010345653,22.627415,0.4330507,184.32826,-7329.6006,5690.83,13152.117,-131.68665,-1023.9991,892.31244,184.77756,0.004714425134658813,1981.6943736076355,410000
-89.52733,656757440.0,500.9701,-89.52733,89.52733,1.0,0.00062083034,22.627415,0.57120526,145.69218,-6972.7607,-3737.4111,3623.5317,-388.182,-1023.9935,635.8115,146.80545,2201.8628,-2338.3716,165916.22,-58.14804,626729100.0,425.5842,-58.14804,58.14804,1.0,-0.0006562278,22.627415,0.33334196,167.1478,-8003.8237,3807.1992,11910.21,-99.18689,-1023.99493,924.80804,168.414,0.0046800622940063475,2005.0946946144104,415000
